9.9999753006	0.0000584396	0.0000584396
9.7979872159	-0.0000126771	-0.0000126771
9.5959227844	0.0000241617	0.0000241617
9.3939346997	0.0000412786	0.0000412786
9.1918957172	-0.0000428387	-0.0000428387
8.9899076325	-0.0000365068	-0.0000365068
8.7878432011	0.0000062872	0.0000062872
8.5858551164	0.0000294434	0.0000294434
8.3838161339	-0.0000000001	-0.0000000001
8.1818280492	0.0000042583	0.0000042583
7.9797636177	-0.0000677575	-0.0000677575
7.7777755330	0.0000168327	0.0000168327
7.5757619994	0.0000234337	0.0000234337
7.3737484658	-0.0000412577	-0.0000412577
7.1716840344	0.0000527673	0.0000527673
6.9696959497	-0.0000231879	-0.0000231879
6.7676824161	0.0000291218	0.0000291218
6.5656688825	-0.0000112710	-0.0000112710
6.3636044510	-0.0000283893	-0.0000283893
6.1616163664	-0.0000443178	-0.0000443178
5.9596028327	-0.0000079755	-0.0000079755
5.7575638502	0.0000771238	0.0000771238
5.5555248677	-0.0000370388	-0.0000370388
5.3535367830	-0.0000251970	-0.0000251970
5.1515232494	-0.0000205638	-0.0000205638
4.9494842669	0.0000021768	0.0000021768
4.7474707333	-0.0000015758	-0.0000015758
4.5454571997	0.0000131216	0.0000131216
4.3434436661	-0.0000050693	-0.0000050693
4.1414046835	0.0000185631	0.0000185631
3.9393911499	0.0000025720	0.0000025720
3.7373776163	0.0000239138	0.0000239138
3.5353640827	-0.0000089877	-0.0000089877
3.3333251002	0.0000119207	0.0000119207
3.1313115666	0.0000065016	0.0000065016
2.9292980330	-0.0000414905	-0.0000414905
2.7272844994	-0.0000642640	-0.0000642640
2.5252455168	0.0000016474	0.0000016474
2.3232319832	0.0000129374	0.0000129374
2.1211930007	-0.0000353592	-0.0000353592
1.9191794671	-0.0000342155	-0.0000342155
1.7171659335	-0.0000839734	-0.0000839734
1.5151523999	-0.0001083772	-0.0001083772
1.3131134174	-0.0001468990	-0.0001468990
1.1110998838	-0.0001424414	-0.0001424414
0.9090863501	-0.0001813604	-0.0001813604
0.7070728165	-0.0002372287	-0.0002372287
0.5050592829	-0.0003034340	-0.0003034340
0.3030203004	-0.0002244155	-0.0002244155
0.1010067668	-0.0002440966	-0.0002440966
-0.1010067668	-0.0001732271	-0.0001732271
-0.3030203004	-0.0002077056	-0.0002077056
-0.5050592829	-0.0002151260	-0.0002151260
-0.7070728165	-0.0002251040	-0.0002251040
-0.9090863501	-0.0002053953	-0.0002053953
-1.1110744348	-0.0002471869	-0.0002471869
-1.3131388663	-0.0002119127	-0.0002119127
-1.5151523999	-0.0002793728	-0.0002793728
-1.7171659335	-0.0002268442	-0.0002268442
-1.9191540182	-0.0001738236	-0.0001738236
-2.1212184496	-0.0002234691	-0.0002234691
-2.3232319832	-0.0001936330	-0.0001936330
-2.5252455168	-0.0001916607	-0.0001916607
-2.7272844994	-0.0001828507	-0.0001828507
-2.9292980330	-0.0002484398	-0.0002484398
-3.1313115666	-0.0001872734	-0.0001872734
-3.3333251002	-0.0002021438	-0.0002021438
-3.5353640827	-0.0002168083	-0.0002168083
-3.7373776163	-0.0001904749	-0.0001904749
-3.9393657010	-0.0002242892	-0.0002242892
-4.1414046835	-0.0001833262	-0.0001833262
-4.3434436661	-0.0002258018	-0.0002258018
-4.5454571997	-0.0002596542	-0.0002596542
-4.7474452843	-0.0002101587	-0.0002101587
-4.9494842669	-0.0002054025	-0.0002054025
-5.1515232494	-0.0001622922	-0.0001622922
-5.3535367830	-0.0002092709	-0.0002092709
-5.5555248677	-0.0002421302	-0.0002421302
-5.7575638502	-0.0001544437	-0.0001544437
-5.9596028327	-0.0002041122	-0.0002041122
-6.1616163664	-0.0001623501	-0.0001623501
-6.3636553489	-0.0001495481	-0.0001495481
-6.5656688825	-0.0001898646	-0.0001898646
-6.7676569672	-0.0001833426	-0.0001833426
-6.9696959497	-0.0002233106	-0.0002233106
-7.1717349322	-0.0001491364	-0.0001491364
-7.3737484658	-0.0001769528	-0.0001769528
-7.5757365505	-0.0001399423	-0.0001399423
-7.7777755330	-0.0001641271	-0.0001641271
-7.9798145156	-0.0001766226	-0.0001766226
-8.1818280492	-0.0001700447	-0.0001700447
-8.3838161339	-0.0001953653	-0.0001953653
-8.5858551164	-0.0001738953	-0.0001738953
-8.7878940989	-0.0002104099	-0.0002104099
-8.9899076325	-0.0002121264	-0.0002121264
